,City,Business Category,Business,Name,Rate,Review
3068,Kolkata,Local Services,Car repair shops,VOLKSWAGEN KOLKATA,4.1,392
3069,Kolkata,Local Services,Computer repair services,SK PC SERVICES PRIVATE LIMITED,5,1
3070,Kolkata,Local Services,Internet Service Provider,WORLDVIEW TELECOM,4.5,190
3071,Kolkata,Local Services,Internet Service Provider,CTW BROADBAND,4.8,145
3072,Kolkata,Local Services,Internet Service Provider,AKASH SUTRA BROADBAND SERVICES PVT LTD,3.5,64
3073,Kolkata,Local Services,Pest control services,THE SPECIAL CARE,3.9,7
3074,Kolkata,Local Services,Wedding planners,CRYSTAL BALL EVENTS,4.4,43
3075,Kolkata,Local Services,Wedding planners,7TH HEAVEN EVENT PLANNERS LLP,4.9,60
3076,Kolkata,Local Services,Wedding planners,ORION EVENTS,4.8,52
3077,Kolkata,Local Services,Wedding planners,WEDDING SUTRA EVENT MANAGEMENT PVT LTD,4.6,64
3078,Kolkata,Local Services,Wedding planners,TRULYOURS,4.7,47
3079,Kolkata,Professional Services,Astrologers,DR. DEBASHISH GOSWAMI,4.4,44
3080,Kolkata,Professional Services,Astrologers,DR. ANJAN SHASTRI,5,7
3081,Kolkata,Professional Services,Astrologers,ASTROLOGER TANTRIK SREE SIBNATH,5,176
3082,Kolkata,Professional Services,Astrologers,ADITYA SHASTRI,5,8
3083,Kolkata,Professional Services,Astrologers,RAJ JYOTISH SHREE JAYANTA,5,1
3084,Kolkata,Professional Services,Insurance agents,S.B. CONSULTANT,5,1
3085,Kolkata,Professional Services,Interior designers,SPECTRUM INTERIORS,4.7,192
3086,Kolkata,Professional Services,Interior designers,CREAZIONE INTERIORS™,4.8,89
3087,Kolkata,Professional Services,Interior designers,CEE BEE DESIGN STUDIO,4.5,172
3088,Kolkata,Professional Services,Interior designers,LID INTERIOR PVT. LTD.,4.9,99
3089,Kolkata,Professional Services,Interior designers,CUSTOM DESIGN INTERIORS,4.7,105
3090,Kolkata,Professional Services,Love Problem Solution,ASTROLOGER TANTRIK SREE SIBNATH,5,176
3091,Kolkata,Professional Services,Love Problem Solution,SREE SOUMACHARYA,5,59
3092,Kolkata,Professional Services,Love Problem Solution,ASTROLOGER DR. KARTICK CHAKRABORTY,4.9,1181
3093,Kolkata,Professional Services,Love Problem Solution,ASTROLOGER UMADUTT SWAMI,5,1
3094,Kolkata,Professional Services,Numerologists,DWWAIPAYAN CHAKRABORTY,5,13
3095,Kolkata,Professional Services,Numerologists,DR. PIYHALLI ROY GUPTA,4.7,136
3096,Kolkata,Professional Services,Numerologists,DR. DEIPTI GARG,5,71
3097,Kolkata,Professional Services,Numerologists,DR. RAJNEE GARG,5,70
3098,Kolkata,Professional Services,Numerologists,NUMEROLOGIST CHARRU GUPTA,5,17
3099,Kolkata,Professional Services,Online Astrologer,INDIAN ASTRO GURUJI - KASHI PANDITH GOPAL KRISHNA,5,311
3100,Kolkata,Professional Services,Online Astrologer,SIR SHRI ASHUTOSH ASTROLOGER,5,3
3101,Kolkata,Professional Services,Online Astrologer,SOAHAMPARIVAR,4.8,124
3102,Kolkata,Professional Services,Real estate agents,CT REALTOR,4.5,53
3103,Kolkata,Professional Services,Real estate agents,JLL KOLKATA,4.3,42
3104,Kolkata,Professional Services,Real estate agents,SOMANI REALTORS PVT LTD,4.6,345
3105,Kolkata,Professional Services,Real estate agents,NK REALTORS PRIVATE LIMITED,4.5,668
3106,Kolkata,Professional Services,Real estate agents,CASA REALTY,4.9,118
3107,Kolkata,Professional Services,Tantriks,ASTROLOGER TANTRIK SREE SIBNATH,5,176
3108,Kolkata,Professional Services,Tantriks,SREE SOUMACHARYA,5,93
3109,Kolkata,Professional Services,Tantriks,JYOTISH SARBAGYA PALASH,5,55
3110,Kolkata,Professional Services,Tantriks,ASTROLOGER JOYDEV SASTRI,4.9,39
3111,Kolkata,Professional Services,Tantriks,BHOKTIBHIKSHU DR. ABHAY BALA,5,13
3112,Kolkata,Professional Services,Vastu Consultant,SOLVE VAASTUU,4.5,12
3113,Kolkata,Professional Services,Vastu Consultant,MANGALMAY ACHARYA,4.9,45
3114,Kolkata,Professional Services,Vastu Consultant,VAASTU MANGAAL,4.9,173
3115,Kolkata,Professional Services,Vastu Consultant,ANANT VASTU,4.9,153
3116,Kolkata,Professional Services,Vastu Consultant,APPLIEDVASTU,4.9,78
3117,Kolkata,Professional Services,Vedic Astrologers,VAIDIC JYOTISH - PARASHARI PADHDHATI,5,1
3118,Kolkata,Professional Services,Vedic Astrologers,JYOTISH SAMRAT PARIKSHIT KUMAR ROY,5,1
3119,Kolkata,Professional Services,Wedding photographers,RABIN'S PHOTOGRAPHY­,4.9,484
3120,Kolkata,Professional Services,Wedding photographers,STUDIO MANORAMA,4.1,449
3121,Kolkata,Professional Services,Wedding photographers,PIXOCROP,4.9,353
3122,Kolkata,Professional Services,Wedding photographers,WEDDING PHOTO CREATORS,4.5,244
3123,Kolkata,Professional Services,Wedding photographers,ASHIRVAD ENTERTAINMENT,4.8,81
3124,Kolkata,Shopping,Book stores,TECHNO WORLD,4.4,11971
3125,Kolkata,Shopping,Book stores,APEEJAY OXFORD BOOKSTORES PRIVATE LIMITED,4.5,3018
3126,Kolkata,Shopping,Book stores,NATIONAL BOOK STORE,4.1,2209
3127,Kolkata,Shopping,Book stores,STARMARK,4.4,981
3128,Kolkata,Shopping,Book stores,STORY,4.4,1078
3129,Kolkata,Shopping,Clothing stores,LINEN CLUB,4.3,87
3130,Kolkata,Shopping,Clothing stores,CITRINE,3.8,90
3131,Kolkata,Shopping,Clothing stores,PERNIA'S POP-UP SHOP,4.9,67
3132,Kolkata,Shopping,Clothing stores,CANTABIL,4,87
3133,Kolkata,Shopping,Clothing stores,HIP'S WEAR,4.2,533
3134,Kolkata,Shopping,Electronics store,FABER DEALER ANONYA ELECTRONICS,4.6,116
3135,Kolkata,Shopping,Electronics store,SALES EMPORIUM,3.8,174
3136,Kolkata,Shopping,Electronics store,CAPITAL ELECTRONICS,3.8,992
3137,Kolkata,Shopping,Electronics store,UPASANA ELECTRONICS,4.4,361
3138,Kolkata,Shopping,Electronics store,FAIRDEAL INTERNATIONAL,4.1,140
3139,Kolkata,Shopping,Furniture stores,STUDIO PEPPERFRY,4,419
3140,Kolkata,Shopping,Furniture stores,GODREJ INTERIO,4.4,447
3141,Kolkata,Shopping,Furniture stores,STEELUX FURNITURE,3.3,225
3142,Kolkata,Shopping,Furniture stores,BOSKY FURNITURE,4.2,178
3143,Kolkata,Shopping,Furniture stores,MINNOLI FURNITURE STORE,4.8,104
3144,Kolkata,Shopping,Grocery stores,SATYANARAYAN BHANDER,4.4,135
3145,Kolkata,Shopping,Mobile stores,R G CELLULARS PVT LTD,4.7,2430
3146,Kolkata,Shopping,Mobile stores,BHAJANLAL COMMERCIAL PVT LTD,4.7,2063
3147,Kolkata,Shopping,Mobile stores,MOBIFREAK,4.2,1543
3148,Kolkata,Shopping,Mobile stores,THE PRIME MOBILE & GADGETS,4.7,1161
3149,Kolkata,Shopping,Mobile stores,A M MOBILE TELECOM PVT LTD,4.9,374
3150,Kolkata,Shopping,Motorcycle dealers,TANUSHKA AUTO,4.2,3787
3151,Kolkata,Shopping,Motorcycle dealers,ROLTA BAJAJ,3.9,1045
3152,Kolkata,Shopping,Motorcycle dealers,AQUAD YAMAHA - MOBILITY,3.9,1297
3153,Kolkata,Shopping,Motorcycle dealers,DUGAR HONDA,4,3576
3154,Kolkata,Shopping,Motorcycle dealers,SHAH DISTRIBUTORS,4.2,919
3155,Kolkata,Shopping,malls,SOUTH CITY MALL,4.6,61777
3156,Kolkata,Shopping,malls,QUEST MALL,4.5,57951
3157,Kolkata,Shopping,malls,ACROPOLIS MALL,4.5,55005
3158,Kolkata,Shopping,malls,DIAMOND PLAZA,4.5,42072
3159,Kolkata,Shopping,malls,CITY CENTRE,4.4,64051
3160,Kolkata,Shopping,Sports shops,OLYMPUS SPORTS,4.1,200
3161,Kolkata,Shopping,Sports shops,SPORTSJAM,4.2,249
3162,Kolkata,Shopping,Sports shops,B. DASGUPTA & CO.,4.4,1147
3163,Kolkata,Shopping,Sports shops,NEW STAR SPORTS,4.8,621
3164,Kolkata,Shopping,Sports shops,UNITED IMPORTERS CORPORATION,4.1,81
3165,Kolkata,Shopping,Supermarkets,KOLKATA SUPER MART,4.2,376
3166,Kolkata,Shopping,Supermarkets,CITIMART,3.9,3331
3167,Kolkata,Shopping,Supermarkets,MORE SUPERMARKET,4.1,1035
3168,Kolkata,Shopping,Supermarkets,SPENCER'S,4.3,6304
3169,Lucknow,Doctors,Child Specialist (Pediatrician),DR MANAS SHUKLA,4.6,98
3170,Lucknow,Doctors,Child Specialist (Pediatrician),DR. NYAY BHAI GUPTA,4.9,182
3171,Lucknow,Doctors,Child Specialist (Pediatrician),DR. RANA CHANCHAL,5,217
3172,Lucknow,Doctors,Child Specialist (Pediatrician),DR UTKARSH BANSAL,4.8,87
3173,Lucknow,Doctors,Child Specialist (Pediatrician),DR AMIT KUMAR VERMA,4.4,59
3174,Lucknow,Doctors,Dermatologist doctors,DR. SEEPIKA JAISWAL,5,202
3175,Lucknow,Doctors,Dermatologist doctors,DR. SHEFALI PORWAL,4.8,211
3176,Lucknow,Doctors,Dermatologist doctors,DR. ASMA,4.6,217
3177,Lucknow,Doctors,Diabetologist doctors,DR ATUL MEHROTRA,4.4,26
3178,Lucknow,Doctors,Diabetologist doctors,DR. GHANSHYAM AGARWAL,4.1,41
3179,Lucknow,Doctors,Diabetologist doctors,DR ARUN PANDEY,4.8,375
3180,Lucknow,Doctors,Diabetologist doctors,DR. MOHD ASHRAF ALAM,5,153
3181,Lucknow,Doctors,Diabetologist doctors,DR. AMIT MOHAN,4.2,66
3182,Lucknow,Doctors,Gastroenterologists,DR AMIT PRAKASH SRIVASTAVA,4.2,416
3183,Lucknow,Doctors,Gastroenterologists,DR. SANJAY KUMAR SOMANI,3.9,157
3184,Lucknow,Doctors,Gastroenterologists,DR RAVI ANAND,4.9,111
3185,Lucknow,Doctors,Gastroenterologists,DR ANKUR GUPTA,4.9,105
3186,Lucknow,Doctors,Gastroenterologists,DR ANKUR SINGH,4.3,47
3187,Lucknow,Doctors,Gynecologist doctors,DR. SONU SINGH,5,45
3188,Lucknow,Doctors,Gynecologist doctors,DR. RITA DAS,4.5,423
3189,Lucknow,Doctors,Gynecologist doctors,DR NOOPUR JAISWAL,4.6,27
3190,Lucknow,Doctors,Gynecologist doctors,DR. BHUMIKA BANSAL,4.9,352
3191,Lucknow,Doctors,Gynecologist doctors,DR NEELAM VINAY,4.1,284
3192,Lucknow,Doctors,Neurologist doctors,DR. ABHISHEK SRIVASTAVA,4.3,111
3193,Lucknow,Doctors,Neurologist doctors,DR. HARIOM SINGH,3.8,50
3194,Lucknow,Doctors,Neurologist doctors,DR. SANDEEP AGARWAL,4.5,176
3195,Lucknow,Doctors,Neurologist doctors,DR. ROHIT RAO PUSHKAR,4.5,48
3196,Lucknow,Doctors,Neurosurgeons,DR MOHD. IQBAL,4.8,150
3197,Lucknow,Doctors,Neurosurgeons,DR MAZHAR HUSAIN,4.4,276
3198,Lucknow,Doctors,Neurosurgeons,DR. SUNIL BISEN,4.9,372
3199,Lucknow,Doctors,Neurosurgeons,DR RAHUL SINGH,5,181
3200,Lucknow,Doctors,Neurosurgeons,DR APOORVA KUMAR,4.7,156
3201,Lucknow,Doctors,Orthopedic surgeons,DR. SANDEEP KAPOOR,4.2,88
3202,Lucknow,Doctors,Orthopedic surgeons,DR. SANDEEP GUPTA,4.8,32
3203,Lucknow,Doctors,Orthopedic surgeons,DR DHARMENDRA SINGH,4.5,41
3204,Lucknow,Doctors,Orthopedic surgeons,DR. RISHABH JAISWAL,4.9,210
3205,Lucknow,Doctors,Orthopedic surgeons,DR. ASHISH JAIN,4.6,73
3206,Lucknow,Education,CBSE schools,GD GOENKA PUBLIC SCHOOL,4.2,519
3207,Lucknow,Education,CBSE schools,VISHWANATH ACADEMY,4.3,663
3208,Lucknow,Education,CBSE schools,ARMY PUBLIC SCHOOL,4.2,366
3209,Lucknow,Education,CBSE schools,KENDRIYA VIDYALAYA AMC,4.1,337
3210,Lucknow,Education,CBSE schools,CATHEDRAL SENIOR SECONDARY SCHOOL,4.4,286
3211,Lucknow,Education,Coaching centre,CAREER LAUNCHER,4.7,294
3212,Lucknow,Education,Coaching centre,AAKASH INSTITUTE,4.4,152
3213,Lucknow,Education,Coaching centre,ACDA CLASSES,4.5,187
3214,Lucknow,Education,Coaching centre,TCS ACADEMY,4.7,345
3215,Lucknow,Education,Coaching centre,IAS NEXT,4.8,198
3216,Lucknow,Education,Dance schools,DANCETA ACADEMY,5,133
3217,Lucknow,Education,Dance schools,ABHI DANCE CLASSES ACADEMY,4.8,112
3218,Lucknow,Education,Dance schools,MJ DANCE ACADEMY,4.2,67
3219,Lucknow,Education,Driving schools,SARASWATI MOTOR TRAINING SCHOOL,4.9,404
3220,Lucknow,Education,Driving schools,K.P.C.L TRIPATHI MOTOR TRANING SCHOOL,4.9,376
3221,Lucknow,Education,Driving schools,JAI MOTOR CAR AND SCOOTY TRAINING CENTRE,4.7,332
3222,Lucknow,Education,Driving schools,RAJ MOTOR TRAINING SCHOOL,4.8,176
3223,Lucknow,Education,Engineering colleges,SHRI RAMSWAROOP COLLEGE,3.6,849
3224,Lucknow,Education,Engineering colleges,B.N. COLLEGE OF ENGINEERING AND TECHNOLOGY,3.7,577
3225,Lucknow,Education,Engineering colleges,DR. M.C. SAXENA COLLEGE,3.7,392
3226,Lucknow,Education,Martial arts school,WARRIORS - THE ACADEMY OF MARTIAL ARTS,4.9,208
3227,Lucknow,Education,Martial arts school,LUCKNOW KARATE ACADEMY,4.4,19
3228,Lucknow,Education,Martial arts school,INTERNATIONAL MARTIAL ARTS SCHOOL INDIA,4.4,75
3229,Lucknow,Education,Music schools,ARYA INSTITUTE OF PERFORMING ARTS,4.6,193
3230,Lucknow,Education,Music schools,METRONOME MUSIC AND ARTS ACADEMY,4.9,163
3231,Lucknow,Education,Music schools,LYRICS ACADEMY OF MUSIC,4.4,56
3232,Lucknow,Education,Play schools,EUROKIDS PRE-SCHOOL,4.9,101
3233,Lucknow,Education,Play schools,BACHPAN PLAY SCHOOL,4.9,63
3234,Lucknow,Education,Play schools,RHYME & RHYTHM INTERNATIONAL,4.8,93
3235,Lucknow,Education,Play schools,LITTLE MILLENNIUM PRESCHOOL & DAY CARE CRECHE,4.9,119
3236,Lucknow,Education,Play schools,PRETTY PETALS SCHOOL,4.5,54
3237,Lucknow,Education,Yoga classes,YOG SADHANA KENDRA,4.9,142
3238,Lucknow,Education,Yoga classes,PRANA YOGA & WELLNESS STUDIO,5,109
3239,Lucknow,Education,Yoga classes,SARVANG YOG AROGYA KENDRA,4.9,93
3240,Lucknow,Education,Yoga classes,THIRD EYE YOGA STUDIO,5,66
3241,Lucknow,Education,Yoga classes,TRANSFORMING ONES,5,58
3242,Lucknow,Entertainment,Beauty parlour,SAJID IQBAL HAIR & BEAUTY,4.6,760
3243,Lucknow,Entertainment,Beauty parlour,CUTS AND CURVES,4.9,2347
3244,Lucknow,Entertainment,Beauty parlour,JAWED HABIB SALON,4.4,1023
3245,Lucknow,Entertainment,Beauty parlour,RRUPANTARR LUXURY SALON & MAKEUP STUDIO,4.8,859
3246,Lucknow,Entertainment,Beauty parlour,BHAAVYA KAPUR'S,4.3,731
3247,Lucknow,Entertainment,Cinema Hall,CINEPOLIS,4.4,26636
3248,Lucknow,Entertainment,Cinema Hall,WAVE CINEMAS,4.3,14698
3249,Lucknow,Entertainment,Cinema Hall,INOX,4,9731
3250,Lucknow,Entertainment,Cinema Hall,PVR SAHARAGANJ,4.2,11254
3251,Lucknow,Entertainment,Cinema Hall,SRS CINEMAS,4,5297
3252,Lucknow,Entertainment,Event management companies,EVENT PLANET,5,136
3253,Lucknow,Entertainment,Event management companies,KHOOBSURAT EVENTS,4.9,91
3254,Lucknow,Entertainment,Event management companies,HUM TUM EVENTS,4.7,55
3255,Lucknow,Entertainment,Event management companies,ZXO EVENTS,5,45
3256,Lucknow,Entertainment,Event management companies,JAYA EVENTS,4.8,43
3257,Lucknow,Entertainment,Makeup Artist,MAKEUP ARTIST RUCHI RAWAT,5,1
3258,Lucknow,Entertainment,Makeup Artist,SV MAKEOVER,5,49
3259,Lucknow,Entertainment,Makeup Artist,AADISHREE MAKEOVERS,4.9,68
3260,Lucknow,Entertainment,Makeup Artist,MINAKSHI JAISWAL,4.5,305
3261,Lucknow,Entertainment,Makeup Artist,KIRTI JOTWANI,4.3,262
3262,Lucknow,Entertainment,Public parks,JANESHWAR MISHRA PARK,4.5,46108
3263,Lucknow,Entertainment,Public parks,GOMTI RIVERFRONT PARK,4.3,28896
3264,Lucknow,Entertainment,Public parks,AMBEDKAR MEMORIAL PARK,4.3,23775
3265,Lucknow,Entertainment,Public parks,LOHIA PARK,4.3,18901
3266,Lucknow,Entertainment,Public parks,GAUTAM BUDDHA PARK,4,5597
3267,Lucknow,Entertainment,Temples,NAYA HANUMAN TEMPLE,4.7,1344
3268,Lucknow,Entertainment,Temples,GULACHEEN MANDIR,4.6,1604
3269,Lucknow,Entertainment,Temples,KHATU SHYAM TEMPLE,4.7,944
3270,Lucknow,Entertainment,Temples,BADI KALI JI TEMPLE,4.7,942
3271,Lucknow,Entertainment,Temples,"ISKCON TEMPLE, SRI SRI RADHA RAMAN BIHARI JI MANDIR",4.6,1402
3272,Lucknow,Food,Cafes,CAFE REPERTWAHR,4.3,2382
3273,Lucknow,Food,Cafes,COFFEE CULTURE,4.1,2106
3274,Lucknow,Food,Cafes,THE PEDDLER’S,4.2,1218
3275,Lucknow,Food,Cafes,CHEMISTRY CAFé,3.9,1466
3276,Lucknow,Food,Cafes,SIGN IN CAFE,4.1,3015
3277,Lucknow,Food,Cake shops,GOOD BAKERY,4.2,5209
3278,Lucknow,Food,Cake shops,MR BROWN BAKERY,4.3,7884
3279,Lucknow,Food,Cake shops,CAKES & BAKES SHOPPEE,4.2,1287
3280,Lucknow,Food,Cake shops,YELLOW BAKERY,4.2,526
3281,Lucknow,Food,Cake shops,LUCKNOW CAKES,4.4,143
3282,Lucknow,Food,Catering services,THE KING OF QUALITY CATERERS,4.8,58
3283,Lucknow,Food,Catering services,M.K CATERERS,4.9,44
3284,Lucknow,Food,Catering services,AWADH ZAIKA,4.7,32
3285,Lucknow,Food,Catering services,KISAN KANHAIYA CATERERS,5,195
3286,Lucknow,Food,Catering services,HP CATERERS,4.7,43
3287,Lucknow,Food,Family restaurants,TUNDAY KABABI,4.3,33445
3288,Lucknow,Food,Family restaurants,BARBEQUE NATION,4.5,6498
3289,Lucknow,Food,Family restaurants,MAHESH MANSAROVAR,4.1,4493
3290,Lucknow,Food,Family restaurants,DASTARKHWAN,4.2,9474
3291,Lucknow,Food,Family restaurants,MOTI MAHAL RESTAURANT,4.2,11402
3292,Lucknow,Food,Pure vegetarian restaurants,SHREE RAJBHOG,4.3,2498
3293,Lucknow,Food,Pure vegetarian restaurants,GREEN RESTAURANT BY NEELKANTH,4.1,2082
3294,Lucknow,Food,Pure vegetarian restaurants,DURGMA RESTAURANT,3.8,2644
3295,Lucknow,Food,Pure vegetarian restaurants,BAATI CHOKHA RESTAURANT,4.3,6454
3296,Lucknow,Food,Pure vegetarian restaurants,DINEOUT PURE VEGETARIAN RESTAURANT,4.1,636
3297,Lucknow,Health,Dental clinics,SURYA DENTAL CLINIC,4.9,262
3298,Lucknow,Health,Dental clinics,DENTAHOME/DR.VIVEK RAI,5,599
3299,Lucknow,Health,Dental clinics,REALTOOTH,4.8,2097
3300,Lucknow,Health,Dental clinics,DR ABHINAV SINGH,4.9,1586
3301,Lucknow,Health,Dental clinics,DE-TOTO DENTAL & BRACES CENTRE,4.9,280
3302,Lucknow,Health,Eye hospitals,SUN EYE HOSPITAL,4.4,597
3303,Lucknow,Health,Eye hospitals,CONTACARE EYE HOSPITAL,4.8,561
3304,Lucknow,Health,Eye hospitals,EYE MAX EYE HOSPITAL,4.9,482
3305,Lucknow,Health,Eye hospitals,EYE Q VISION,4.8,370
3306,Lucknow,Health,Eye hospitals,INDIRA GANDHI EYE HOSPITAL,3.7,445
3307,Lucknow,Health,Fertility clinics,AJANTA HOSPITAL AND IVF CENTRE,4.2,1189
3308,Lucknow,Health,Fertility clinics,INDIRA IVF FERTILITY CENTRE,4.9,1642
3309,Lucknow,Health,Fertility clinics,GANGALAXMI IVF TEST TUBE BABY CENTRE,4.9,198
3310,Lucknow,Health,Fertility clinics,JAVITRI HOSPITAL & TEST TUBE BABY CENTER,4.6,1225
3311,Lucknow,Health,Fertility clinics,DR. BAGCHI'S IVF CENTRE,4.8,353
3312,Lucknow,Health,Gym,BODY FIT GYM,4.4,558
3313,Lucknow,Health,Gym,FUSION FITNESS,4.2,499
3314,Lucknow,Health,Gym,ANYTIME FITNESS,4.6,450
3315,Lucknow,Health,Gym,ULTIMATE FITNESS GYM & SPA,4.3,665
3316,Lucknow,Health,Gym,OLYMPIA FITNESS ZONE,4,544
3317,Lucknow,Health,Homeopathic clinics,DR NISHANT’S GEETANJALI HOMEOPATHY CLINIC,4.8,294
3318,Lucknow,Health,Homeopathic clinics,DR. PRIYANKA MAURYA HOMEOPATHY CLINIC,4.7,267
3319,Lucknow,Health,Homeopathic clinics,RAVI CLINIC,4.4,189
3320,Lucknow,Health,Homeopathic clinics,DR. SANJAY'S HOMOEOPATHY,4.7,448
3321,Lucknow,Health,Homeopathic clinics,DR BATRA’S HOMEOPATHY CLINIC,4.6,503
3322,Lucknow,Health,Medical shop,SHAKUN MEDICAL STORE,3.9,121
3323,Lucknow,Health,Medical shop,RISHABH MEDICAL STORES,4.9,80
3324,Lucknow,Health,Medical shop,SACHDEVA MEDICAL STORES,4.3,67
3325,Lucknow,Health,Medical shop,S.R. MEDICAL STORE,4.8,58
3326,Lucknow,Health,Medical shop,MEDICINE HOUSE,4.4,39
3327,Lucknow,Health,Multispeciality hospitals,HEALTHCITY TRAUMA CENTRE & SUPERSPECIALITY HOSPITAL,4.4,981
3328,Lucknow,Health,Multispeciality hospitals,SHEKHAR HOSPITAL,3.7,813
3329,Lucknow,Health,Multispeciality hospitals,APOLLOMEDICS SUPER SPECIALITY HOSPITALS,4.8,13579
3330,Lucknow,Health,Multispeciality hospitals,MAYO MEDICAL CENTRE,4.6,1741
3331,Lucknow,Health,Multispeciality hospitals,CHANDAN HOSPITAL,3.9,1327
3332,Lucknow,Health,Physiotherapists,EXTRA CARE PHYSIOTHERAPY,5,1644
3333,Lucknow,Health,Physiotherapists,VS PHYSIOTHERAPY OSTEOPATHY AND CHIROPRACTIC CLINIC,5,2315
3334,Lucknow,Health,Physiotherapists,PHYSIOCARE PHYSIOTHERAPY CLINIC,4.9,265
3335,Lucknow,Health,Physiotherapists,DIVINE TOUCH PHYSIO AND REHAB CENTRE,4.9,298
3336,Lucknow,Health,Physiotherapists,HOLISTIC TOUCH PHYSICAL THERAPY & WELLNESS CLINICS,4.9,213
3337,Lucknow,Health,Veterinary hospitals,KPC PET HOSPITAL & DIAGNOSTIC CENTRE,4.6,232
3338,Lucknow,Health,Veterinary hospitals,SHUKLA VETERINARY CLINIC,4.5,462
3339,Lucknow,Health,Veterinary hospitals,SPARSH PET CLINIC,4.3,315
3340,Lucknow,Health,Veterinary hospitals,ROYAL PET CLINIC,4.4,492
3341,Lucknow,Health,Veterinary hospitals,PRABHAT PET CLINIC,4.3,445
3342,Lucknow,Local Businesses,3 star hotels,HOTEL DAYAL PARADISE,4.2,6546
3343,Lucknow,Local Businesses,3 star hotels,RADISSON,4.3,4278
3344,Lucknow,Local Businesses,3 star hotels,HOTEL SAVVY GRAND,4.3,4101
3345,Lucknow,Local Businesses,3 star hotels,SAPNA CLARKS INN,4,2825
3346,Lucknow,Local Businesses,3 star hotels,COMFORT INN,4.1,3144
3347,Lucknow,Local Businesses,4 star hotels,HILTON GARDEN INN,4.3,5404
3348,Lucknow,Local Businesses,4 star hotels,FORTUNE PARK BBD,4.3,3023
3349,Lucknow,Local Businesses,4 star hotels,THE GRAND JBR,4.1,5062
3350,Lucknow,Local Businesses,4 star hotels,HOTEL LEVANA,4,3308
3351,Lucknow,Local Businesses,4 star hotels,FAIRFIELD BY MARRIOTT,4.3,6978
3352,Lucknow,Local Businesses,5 star hotels,TAJ MAHAL,4.5,9226
3353,Lucknow,Local Businesses,5 star hotels,CLARKS AVADH,4.2,8627
3354,Lucknow,Local Businesses,5 star hotels,HYATT REGENCY,4.4,7390
3355,Lucknow,Local Businesses,5 star hotels,RENAISSANCE,4.5,6317
3356,Lucknow,Local Businesses,5 star hotels,THE PICCADILY,4.3,8501
3357,Lucknow,Local Businesses,Budget hotels,HOTEL SHIMLA INN,3.6,321
3358,Lucknow,Local Businesses,Budget hotels,RIDA CONTINENTAL,3.9,200
3359,Lucknow,Local Businesses,Budget hotels,HOTEL NEW LUCKNOW,3.2,172
3360,Lucknow,Local Businesses,Packers and movers,HAPPY PACKERS AND MOVERS,4.9,7
3361,Lucknow,Local Businesses,Packers and movers,NESLE PACKERS AND MOVERS,4,4
3362,Lucknow,Local Businesses,Packers and movers,SATYAM PACKERS AND MOVERS,5,12
3363,Lucknow,Local Businesses,Packers and movers,STARWAY INTERNATIONAL PACKERS AND MOVERS,4.6,12
3364,Lucknow,Local Businesses,Packers and movers,MAX CARE PACKERS AND MOVERS,4.9,370
3365,Lucknow,Local Businesses,Travel agents,MIRZA TOUR AND TRAVELS,4.3,97
3366,Lucknow,Local Businesses,Travel agents,FARAN TOURS AND TRAVELS,4.8,57
3367,Lucknow,Local Businesses,Travel agents,RIYA - THE TRAVEL EXPERT,4.6,113
3368,Lucknow,Local Businesses,Travel agents,SHEERAZ TOURS,4.2,185
3369,Lucknow,Local Businesses,Travel agents,LUCKNOW TOUR & TRAVELS,4.4,90
3370,Lucknow,Local Services,Air conditioning services,INDIA SERVICE 24,4.8,112
3371,Lucknow,Local Services,Air conditioning services,SCOPE REFRIGERATION,4.6,292
3372,Lucknow,Local Services,Air conditioning services,VIJAY & SONS ENTERPRISES,4.3,33
3373,Lucknow,Local Services,Air conditioning services,A TO Z AIR CONDITIONER,4.9,250
3374,Lucknow,Local Services,Air conditioning services,AJAY COOL CARE HOME,4.8,89
3375,Lucknow,Local Services,Pest control services,PESTILENT PEST CONTROL,4.7,179
3376,Lucknow,Local Services,Pest control services,24X7 PEST CONTROL,4.9,115
3377,Lucknow,Local Services,Pest control services,WE CONTROL PEST,4.8,160
3378,Lucknow,Local Services,Pest control services,COMBAT PESTOCHEM,4.9,129
3379,Lucknow,Local Services,Wedding planners,WEDLOCK JUNCTION,4.9,371
3380,Lucknow,Local Services,Wedding planners,VANSHIKA WEDDING PLANNER,4.9,121
3381,Lucknow,Local Services,Wedding planners,WEDDINGS RITUALS,4.9,86
3382,Lucknow,Local Services,Wedding planners,AWADH CARNATION WEDDINGS & EVENTS GROUP,4.7,81
3383,Lucknow,Local Services,Wedding planners,BALAJI WEDDING PLANNERS,4.6,64
3384,Lucknow,Professional Services,Astrologers,JYOTISH SODH SANSTHAN,4.9,127
3385,Lucknow,Professional Services,Astrologers,UNIVERSE ASTROLOGER,5,190
3386,Lucknow,Professional Services,Astrologers,JYOTISH GURU MAHINDRA PRATAP,5,263
3387,Lucknow,Professional Services,Astrologers,ASTROLOGER THAKURESH PACHORI,5,319
3388,Lucknow,Professional Services,Astrologers,JYOTISHACHARYA RATNAKAR TIWARI,4.9,148
3389,Lucknow,Professional Services,Chartered accountants,KASHYAP PURI & ASSOCIATES,5,44
3390,Lucknow,Professional Services,Chartered accountants,ABHAY & ASSOCIATES,5,68
3391,Lucknow,Professional Services,Chartered accountants,GUPTA ANOOP & CO.,4.8,94
