,City,Business Category,Business,Name,Rate,Review
974,Bhubaneswar,Education,Kindergarten,WONDER KIDZ PRESCHOOL,3.8,59
975,Bhubaneswar,Education,Martial arts school,SHAOLIN MARTIAL ARTS ACADEMY,4.9,416
976,Bhubaneswar,Education,Martial arts school,UTKAL KARATE SCHOOL,4.5,309
977,Bhubaneswar,Education,Martial arts school,BALARAM DEFENCE SCHOOL,4.8,139
978,Bhubaneswar,Education,Martial arts school,KUNG-FU ASSOCIATION OF ODISHA,5,70
979,Bhubaneswar,Education,Martial arts school,️SS MARTIAL ARTS SCHOOL ️,5,62
980,Bhubaneswar,Education,Medical colleges,INSTITUTE OF HEALTH SCIENCES,4.6,218
981,Bhubaneswar,Education,Medical colleges,ALL INDIA INSTITUTE OF MEDICAL SCIENCES,4.4,1203
982,Bhubaneswar,Education,Medical colleges,INSTITUTE OF MEDICAL SCIENCES AND SUM HOSPITAL,3.6,253
983,Bhubaneswar,Education,Medical colleges,KALINGA INSTITUTE OF MEDICAL SCIENCES,3.7,485
984,Bhubaneswar,Education,Medical colleges,HI-TECH HOSPITAL,3.8,213
985,Bhubaneswar,Education,Music schools,SYNCHROCITY,4.9,318
986,Bhubaneswar,Education,Music schools,SRUJANEE SCHOOL OF MUSIC,4.9,452
987,Bhubaneswar,Education,Music schools,UTKAL SANGEET MAHAVIDYALAYA,4.5,370
988,Bhubaneswar,Education,School,WONDERLAND PUBLIC SCHOOL,4.8,20
989,Bhubaneswar,Education,Yoga classes,SATYANANDA YOGA VIDYALAYA,4.5,84
990,Bhubaneswar,Education,Yoga classes,DIVINE YOGA & FITNESS CENTER,5,41
991,Bhubaneswar,Education,Yoga classes,INSTITUTE OF HEALTHY LIVING YOGA & NATURE CURE TRUST,5,34
992,Bhubaneswar,Education,Yoga classes,SIVANANDA YOGA VENDANTA ACADEMY,4.6,16
993,Bhubaneswar,Education,Yoga classes,AASPRUHA HOLISTIC HEALING CENTER,4.8,21
994,Bhubaneswar,Entertainment,Beauty parlour,SUNAINA LADIES BEAUTY PARLOUR,5,1
995,Bhubaneswar,Entertainment,Beauty parlour,B21,4.3,1998
996,Bhubaneswar,Entertainment,Beauty parlour,GREEN TRENDS UNISEX,4.7,1504
997,Bhubaneswar,Entertainment,Beauty parlour,JAWED HABIB,4.6,910
998,Bhubaneswar,Entertainment,Beauty parlour,INDULGE THE SALON,4.6,753
999,Bhubaneswar,Entertainment,Beauty parlour,B BLOND UNISEX SALON,4.4,594
1000,Bhubaneswar,Entertainment,Cinema Hall,SRIYA TALKIES,3.6,10575
1001,Bhubaneswar,Entertainment,Cinema Hall,MAHARAJA PICTURE PALACE,4.6,29519
1002,Bhubaneswar,Entertainment,Cinema Hall,KESHARI TALKIES,4.3,27683
1003,Bhubaneswar,Entertainment,Cinema Hall,CINEPOLIS,4.6,8643
1004,Bhubaneswar,Entertainment,Cinema Hall,INOX DN REGALIA,4.2,20730
1005,Bhubaneswar,Entertainment,Event management companies,SHADOW WEDLEE,4.2,60
1006,Bhubaneswar,Entertainment,Event management companies,3Q CONSULTING SERVICES,4.5,135
1007,Bhubaneswar,Entertainment,Event management companies,AYUSH WED - THE WEDDING PLANNER & EVENT ORGANISER,4.8,100
1008,Bhubaneswar,Entertainment,Event management companies,ENTER TEN EVENT & PROMOTIONS,4.8,96
1009,Bhubaneswar,Entertainment,Event management companies,RIYAN CONVENTION,3.9,107
1010,Bhubaneswar,Entertainment,Makeup Artist,SUNAINA LADIES BEAUTY PARLOUR,5,3
1011,Bhubaneswar,Entertainment,Makeup Artist,WEDIUM MAKEOVERS,4.9,266
1012,Bhubaneswar,Entertainment,Makeup Artist,GORGEOUS BRIDE BY LOPA,4.8,125
1013,Bhubaneswar,Entertainment,Makeup Artist,ARCHANA BRIDAL AND PARTY MAKEUP ARTIST,4.6,126
1014,Bhubaneswar,Entertainment,Makeup Artist,SONU MAKEOVER,4.8,129
1015,Bhubaneswar,Entertainment,Public parks,BIJU PATNAIK PARK,4.5,15170
1016,Bhubaneswar,Entertainment,Public parks,IG PARK,4.3,19957
1017,Bhubaneswar,Entertainment,Public parks,MADHUSUDAN DAS PARK,4.5,6820
1018,Bhubaneswar,Entertainment,Public parks,KELUCHARAN PARK,4.3,3454
1019,Bhubaneswar,Entertainment,Public parks,DR. SHYAMA PRASAD MUKHERJEE PARK,4.2,2546
1020,Bhubaneswar,Entertainment,Temples,LINGARAJ TEMPLE,4.6,30201
1021,Bhubaneswar,Entertainment,Temples,ISKCON,4.6,9947
1022,Bhubaneswar,Entertainment,Temples,SRI RAM TEMPLE,4.7,8733
1023,Bhubaneswar,Entertainment,Temples,MUKTESWARA TEMPLE,4.7,4616
1024,Bhubaneswar,Food,Cafes,OBERAI BAKERS & CAFE,4.3,1428
1025,Bhubaneswar,Food,Cafes,BLUEBERRYS CAFE,4.4,1817
1026,Bhubaneswar,Food,Cafes,CHAI BREAK,4.3,1931
1027,Bhubaneswar,Food,Cafes,SMOG RESTO CAFE,4.2,3607
1028,Bhubaneswar,Food,Cafes,ADDA UNPLUGGED,4.2,3205
1029,Bhubaneswar,Food,Cake shops,PARIS BAKERY,4.1,1299
1030,Bhubaneswar,Food,Cake shops,GO COOL,4.3,3024
1031,Bhubaneswar,Food,Cake shops,MIO AMORE,4.4,1014
1032,Bhubaneswar,Food,Cake shops,99 BAKERS STREET,4.1,1143
1033,Bhubaneswar,Food,Cake shops,MIO AMORE,4.3,1025
1034,Bhubaneswar,Food,Catering services,GLORIOUS CATERERS,4.8,241
1035,Bhubaneswar,Food,Catering services,MISHRA CATERING SERVICES,4.8,393
1036,Bhubaneswar,Food,Catering services,DIBYANSHI CATERING SERVICES,4.8,203
1037,Bhubaneswar,Food,Catering services,GOPALJI CATERING SERVICES,5,95
1038,Bhubaneswar,Food,Catering services,TANDOOR HOT,4.3,95
1039,Bhubaneswar,Food,Family restaurants,HOTEL PRIYA,4.1,4142
1040,Bhubaneswar,Food,Family restaurants,ODISHA HOTEL,4,3767
1041,Bhubaneswar,Food,Family restaurants,AANGAN RESTAURANT,3.9,3633
1042,Bhubaneswar,Food,Family restaurants,NARULA'S RESTAURANT,4,3346
1043,Bhubaneswar,Food,Family restaurants,9TH STREET,4.1,3079
1044,Bhubaneswar,Food,Pure vegetarian restaurants,HARE KRISHNA RESTAURANT PVT. LTD.,4.1,1613
1045,Bhubaneswar,Food,Pure vegetarian restaurants,TRUPTEE LEGACY,4.4,698
1046,Bhubaneswar,Food,Pure vegetarian restaurants,SRI RADHE RADHE,4.1,316
1047,Bhubaneswar,Food,Pure vegetarian restaurants,SRIPURAM RESTAURANT,4.1,587
1048,Bhubaneswar,Food,Pure vegetarian restaurants,TRUPTEE VEG RESTAURANT,4.2,4879
1049,Bhubaneswar,Health,Dental clinics,MAXDENT CLINIC,4.9,53
1050,Bhubaneswar,Health,Dental clinics,3S SAI SHRADHA SMILE DENTAL CLINIC,4.9,162
1051,Bhubaneswar,Health,Dental clinics,THE PARTHA'S DENTAL CLINIC,4.9,706
1052,Bhubaneswar,Health,Dental clinics,DENTAL CARE CLINIC,5,147
1053,Bhubaneswar,Health,Dental clinics,MY FAMILY DENTIST,5,286
1054,Bhubaneswar,Health,Diagnostic centres,SHRI MEDSCAN IMAGING CENTER,4.5,349
1055,Bhubaneswar,Health,Diagnostic centres,GENX DIAGNOSTICS,3.3,301
1056,Bhubaneswar,Health,Diagnostic centres,NIDAN DIAGNOSTIC & RESEARCH CENTER,3.3,142
1057,Bhubaneswar,Health,Diagnostic centres,TRUSCAN DIAGNOSTIC CENTRE,4.9,186
1058,Bhubaneswar,Health,Diagnostic centres,SHREEUSHA DIAGNOSTICS,4.9,134
1059,Bhubaneswar,Health,Eye hospitals,ASG EYE HOSPITAL,4.8,1471
1060,Bhubaneswar,Health,Eye hospitals,KAR VISION EYE HOSPITAL,4.1,541
1061,Bhubaneswar,Health,Eye hospitals,L V PRASAD EYE INSTITUTE,3.8,730
1062,Bhubaneswar,Health,Eye hospitals,DR AGARWALS EYE HOSPITAL,4.6,517
1063,Bhubaneswar,Health,Eye hospitals,VISION CARE EYE HOSPITAL,4.3,113
1064,Bhubaneswar,Health,Gym equipment stores,MRP FITNESS,4.8,412
1065,Bhubaneswar,Health,Gym equipment stores,BODYLINE SPORTS,4.1,156
1066,Bhubaneswar,Health,Gym equipment stores,AFTON FITNESS EQUIPMENT,4.5,26
1067,Bhubaneswar,Health,Gym equipment stores,GOFIT C/O MEGA FITNESS PLANET,4.7,36
1068,Bhubaneswar,Health,Gym,QNTS FITNESS,5,512
1069,Bhubaneswar,Health,Gym,KNOCKOUT FITNESS,4.9,753
1070,Bhubaneswar,Health,Gym,FUSION FITNESS,5,475
1071,Bhubaneswar,Health,Gym,KATOS GYM,4.1,416
1072,Bhubaneswar,Health,Gym,KALINGA FITNESS GYM,4.3,369
1073,Bhubaneswar,Health,Homeopathic clinics,MULTICARE HOMEOPATHY CLINIC,4.9,2230
1074,Bhubaneswar,Health,Homeopathic clinics,DR ANKIT PANIGRAHI'S HOMEOPATHY CLINIC,4.9,441
1075,Bhubaneswar,Health,Homeopathic clinics,DR BATRA’S HOMEOPATHY CLINIC,3.9,576
1076,Bhubaneswar,Health,Homeopathic clinics,DR. SPAL'S HOMOEOPATHIC CLINIC & RESEARCH,4.9,80
1077,Bhubaneswar,Health,Medical shop,BALAJEE MEDICAL STORE,4.2,36
1078,Bhubaneswar,Health,Medical shop,SHANTI MEDICAL STORE,4.4,55
1079,Bhubaneswar,Health,Medical shop,APOLLO PHARMACY,4,56
1080,Bhubaneswar,Health,Medical shop,OM PHARMACY,4.2,47
1081,Bhubaneswar,Health,Medical shop,RABINDRA CHEMIST & DRUGGIST,4.2,86
1082,Bhubaneswar,Health,Physiotherapists,DR. SIBANI SANKAR TRIPATHY,4.9,170
1083,Bhubaneswar,Health,Physiotherapists,CARE N CURE PHYSIOTHERAPY,4.9,149
1084,Bhubaneswar,Health,Physiotherapists,DIVINE PHYSIOTHERAPY,5,410
1085,Bhubaneswar,Health,Physiotherapists,HEALTH LINE PLUS,4.8,82
1086,Bhubaneswar,Health,Private hospitals,SUNSHINE HOSPITAL,3.8,414
1087,Bhubaneswar,Health,Private hospitals,VIVEKANAND HOSPITAL,4.1,508
1088,Bhubaneswar,Health,Private hospitals,UTKAL HOSPITAL,3.5,709
1089,Bhubaneswar,Local Businesses,3 star hotels,THE PRESIDENCY HOTEL,4,7436
1090,Bhubaneswar,Local Businesses,3 star hotels,THE NEW MARRION,4.2,5335
1091,Bhubaneswar,Local Businesses,3 star hotels,SURYANSH HOTELS AND RESORTS,4.1,4489
1092,Bhubaneswar,Local Businesses,3 star hotels,SWOSTI GRAND,4.2,4494
1093,Bhubaneswar,Local Businesses,3 star hotels,MANGO HOTELS–PRANGAN,4.1,3104
1094,Bhubaneswar,Local Businesses,4 star hotels,MAYFAIR CONVENTION,4.5,6480
1095,Bhubaneswar,Local Businesses,4 star hotels,EMPIRES HOTEL,4.2,5412
1096,Bhubaneswar,Local Businesses,4 star hotels,VITS BHUBANESWAR,4,3708
1097,Bhubaneswar,Local Businesses,4 star hotels,HOTEL HINDUSTHAN INTERNATIONAL,4.1,6835
1098,Bhubaneswar,Local Businesses,4 star hotels,THE CROWN,4.3,6716
1099,Bhubaneswar,Local Businesses,5 star hotels,MAYFAIR LAGOON,4.6,15389
1100,Bhubaneswar,Local Businesses,5 star hotels,VIVANTA BHUBANESWAR,4.5,1289
1101,Bhubaneswar,Local Businesses,5 star hotels,TRIDENT HOTEL,4.5,3142
1102,Bhubaneswar,Local Businesses,5 star hotels,SWOSTI PREMIUM,4.3,9740
1103,Bhubaneswar,Local Businesses,Import Export Company,MAA VAISHNODEVI ENTERPRISES,5,1
1104,Bhubaneswar,Local Businesses,Import Export Company,ALBIZ INTERNATIONAL,5,36
1105,Bhubaneswar,Local Businesses,Import Export Company,LEOSKER ENTERPRISES,5,11
1106,Bhubaneswar,Local Businesses,Import Export Company,EMPEROR INTERNATIONAL GROUP,5,13
1107,Bhubaneswar,Local Businesses,Packers and movers,DRM PACKERS AND MOVERS,4.9,9
1108,Bhubaneswar,Local Businesses,Packers and movers,CHANDAN PACKERS AND MOVERS,4.8,82
1109,Bhubaneswar,Local Businesses,Travel agents,SAND PEBBLES TOUR N TRAVELS,4.5,374
1110,Bhubaneswar,Local Businesses,Travel agents,HOLIDAY MECHANIC,4.9,78
1111,Bhubaneswar,Local Businesses,Travel agents,PATRA TOURS AND TRAVELS,4.2,119
1112,Bhubaneswar,Local Businesses,Travel agents,DAS TRAVELS,4.9,725
1113,Bhubaneswar,Local Businesses,Travel agents,SACHIN TRAVELS,5,1414
1114,Bhubaneswar,Local Services,Air conditioning services,VRIDOO HVAC,4.4,117
1115,Bhubaneswar,Local Services,Air conditioning services,NT SERVICE,4.3,105
1116,Bhubaneswar,Local Services,Air conditioning services,THREE STAR AC SERVICE,4.5,95
1117,Bhubaneswar,Local Services,Pest control services,PRADHAN PEST CONTROL INDIA,4.1,114
1118,Bhubaneswar,Local Services,Pest control services,KALINGA PEST CONTROL,4.8,140
1119,Bhubaneswar,Local Services,Pest control services,TP PEST CONTROL,4.9,523
1120,Bhubaneswar,Local Services,Pest control services,SEBATI ENTERPRISE,4.9,177
1121,Bhubaneswar,Local Services,Pest control services,ANUSAYA PEST CONTROL SERVICE,4.9,391
1122,Bhubaneswar,Local Services,Wedding planners,AAYOJAN EVENTS & WEDDING PLANNERS (OPC) PVT. LTD.,4.8,314
1123,Bhubaneswar,Local Services,Wedding planners,ROYAL SAGA,4.8,140
1124,Bhubaneswar,Local Services,Wedding planners,MANGALAM WEDDING PLANNER,4.5,92
1125,Bhubaneswar,Professional Services,Astrologers,GCP AND ASSOCIATES,4.7,112
1126,Bhubaneswar,Professional Services,Astrologers,JYOTISHACHARYA DR. SUVENDU KUMAR DAS,5,1
1127,Bhubaneswar,Professional Services,Astrologers,SRI JAGANNATH VEDIC ASTROLOGY & VASTU,4.6,174
1128,Bhubaneswar,Professional Services,Astrologers,ASTRORITZ,5,200
1129,Bhubaneswar,Professional Services,Astrologers,ASTROLOGER UK PANDA,4.9,564
1130,Bhubaneswar,Professional Services,Interior designers,VIBHU INTERIOR STUDIO,4.8,74
1131,Bhubaneswar,Professional Services,Interior designers,KGN INTERIOR,4.9,193
1132,Bhubaneswar,Professional Services,Interior designers,SEEMA'S CREATIONS,4.8,128
1133,Bhubaneswar,Professional Services,Interior designers,CREDENCE INTERIOR PVT. LTD.,4.8,143
1134,Bhubaneswar,Professional Services,Interior designers,MALLIKA INTERIOR,5,106
1135,Bhubaneswar,Professional Services,Numerologists,ARRPITA BEHERA,5,1
1136,Bhubaneswar,Professional Services,Numerologists,NESHAN LB RATH NUMEROLOGIST,5,4
1137,Bhubaneswar,Professional Services,Numerologists,PLANET GUIDE,4.8,36
1138,Bhubaneswar,Professional Services,Photographers,VIVAH PHOTO,4.8,105
1139,Bhubaneswar,Professional Services,Photographers,WEDDING PIXEL,4.8,130
1140,Bhubaneswar,Professional Services,Photographers,AKHIL PHOTOGRAPHY,4.8,161
1141,Bhubaneswar,Professional Services,Photographers,IMAGE PHOTO STUDIO,4.7,149
1142,Bhubaneswar,Professional Services,Photographers,STUDIO B-CLICKZ,5,144
1143,Bhubaneswar,Professional Services,Real estate agents,MYSPACE REALTY PVT. LTD.,4.6,136
1144,Bhubaneswar,Professional Services,Real estate agents,CAPDEAL REALTY CARE PVT.LTD.,4.5,101
1145,Bhubaneswar,Professional Services,Real estate agents,RAINBOW ASSETS PVT. LTD,4.8,118
1146,Bhubaneswar,Professional Services,Real estate agents,BHUBANESWAR HOUSE RENT,4.4,132
1147,Bhubaneswar,Professional Services,Real estate agents,CITICON ENGINEERS LTD,3.7,152
1148,Bhubaneswar,Professional Services,Vastu Consultant,INDIAN VASTU AND ASTROLOGICAL RESEARCH CENTER,5,1
1149,Bhubaneswar,Professional Services,Vastu Consultant,JAIMINI ASTRO RESEARCH CENTER,5,1
1150,Bhubaneswar,Professional Services,Vastu Consultant,PANDIT ASHOK KUMAR MOHAPATRA,5,1
1151,Bhubaneswar,Professional Services,Vastu Consultant,ACHARYA PRAVAT RANJAN GURU,5,1
1152,Bhubaneswar,Professional Services,Vastu Consultant,NISHIKANTA DASH,5,1
1153,Bhubaneswar,Professional Services,Vastu Consultant,SRI JAGANNATH VEDIC ASTROLOGY & VASTU,4.6,146
1154,Bhubaneswar,Professional Services,Vedic Astrologers,VEDIC ASTROLOGY AND VAASTU CONSULTANT,5,1
1155,Bhubaneswar,Professional Services,Vedic Astrologers,PURNA VEDIC ASTRO,5,15
1156,Bhubaneswar,Professional Services,Wedding photographers,THE FOTOWALLA,4.9,301
1157,Bhubaneswar,Professional Services,Wedding photographers,LENSATIONS FICTION STUDIO,4.9,173
1158,Bhubaneswar,Professional Services,Wedding photographers,STUDIO MAGICALSHOTS,4.8,144
1159,Bhubaneswar,Professional Services,Wedding photographers,STUDIO NETRAMANI,4.7,647
1160,Bhubaneswar,Professional Services,Wedding photographers,JAYDEV ART STUDIO PVT. LTD,5,215
1161,Bhubaneswar,Shopping,Bicycle store,FANCY CYCLE STORE,4.3,58
1162,Bhubaneswar,Shopping,Bicycle store,22 BIKES,4.8,702
1163,Bhubaneswar,Shopping,Bicycle store,CYCLEWORLD,4.5,205
1164,Bhubaneswar,Shopping,Bicycle store,TRACK AND TRAIL,4.1,106
1165,Bhubaneswar,Shopping,Bicycle store,SARALA CYCLE STORE,3.9,76
1166,Bhubaneswar,Shopping,Book stores,A.K. MISHRA AGENCIES,4.3,1335
1167,Bhubaneswar,Shopping,Book stores,PRAGNYA BOOK STORE,4.2,700
1168,Bhubaneswar,Shopping,Book stores,SRIRAM BOOK STORE,4,350
1169,Bhubaneswar,Shopping,Book stores,WALKING BOOKFAIRS,4.7,657
1170,Bhubaneswar,Shopping,Book stores,ALL IN ONE BOOK STORE,4,316
1171,Bhubaneswar,Shopping,Car dealer,AUDI BHUBANESWAR,4.6,519
1172,Bhubaneswar,Shopping,Car dealer,UTKAL HYUNDAI,4.7,4910
1173,Bhubaneswar,Shopping,Car dealer,CENTRAL HONDA,4.6,829
1174,Bhubaneswar,Shopping,Car dealer,DION AUTOMOTIVES,4.6,1033
1175,Bhubaneswar,Shopping,Car dealer,JYOTE MOTORS,4.4,1515
1176,Bhubaneswar,Shopping,Clothing stores,PANTALOONS,4.2,13120
1177,Bhubaneswar,Shopping,Clothing stores,AMBER,4.1,1169
1178,Bhubaneswar,Shopping,Clothing stores,RELIANCE TRENDS,4.3,8214
1179,Bhubaneswar,Shopping,Clothing stores,MAX FASHION,4.2,6257
1180,Bhubaneswar,Shopping,Clothing stores,BRAND FACTORY,4.2,5112
1181,Bhubaneswar,Shopping,Computer store,ASHIRBAD COMPUTER & SERVICES,4.3,940
1182,Bhubaneswar,Shopping,Computer store,THE GADGET ZONE,4.4,411
1183,Bhubaneswar,Shopping,Computer store,COMPUSERVE,4.8,353
1184,Bhubaneswar,Shopping,Computer store,PERFECT COMPUTER,4.3,157
1185,Bhubaneswar,Shopping,Computer store,NIGAMA COMPUTER,4,615
1186,Bhubaneswar,Shopping,Furniture stores,BASUDEV WOOD,4.5,655
1187,Bhubaneswar,Shopping,Furniture stores,FURNITURE GODOWN,4.7,527
1188,Bhubaneswar,Shopping,Furniture stores,FURNITURE PLAZA,4.1,313
1189,Bhubaneswar,Shopping,Furniture stores,DURIAN FURNITURE,4.1,185
1190,Bhubaneswar,Shopping,Furniture stores,MOBEL FURNITURE,4.4,313
1191,Bhubaneswar,Shopping,Gift shops,PARTY TIME,4.8,392
1192,Bhubaneswar,Shopping,Gift shops,RED MOMENTS GIFT GALORE,4.1,213
1193,Bhubaneswar,Shopping,Gift shops,ARCHIES,4.1,275
1194,Bhubaneswar,Shopping,Gift shops,SAI JAGANNATH GIFT GALLERY,3.8,31
1195,Bhubaneswar,Shopping,Grocery stores,MARTXYZ SUPER MARKET,4.4,664
1196,Bhubaneswar,Shopping,Grocery stores,DURGATINASINI STORE,3.9,624
1197,Bhubaneswar,Shopping,Grocery stores,LIFEWARE,4.2,233
1198,Bhubaneswar,Shopping,Grocery stores,KALINGA MART,4.3,201
1199,Bhubaneswar,Shopping,Grocery stores,SS THE MART,4.2,242
1200,Bhubaneswar,Shopping,Jewellery shops,THE GOLD JEWELLERS,5,1
1201,Bhubaneswar,Shopping,Jewellery shops,KHIMJI JEWELLERY,4.3,2553
1202,Bhubaneswar,Shopping,Jewellery shops,LALCHND JEWELLERS,4.1,1100
1203,Bhubaneswar,Shopping,Jewellery shops,KALYAN JEWELLERS,4.2,3881
1204,Bhubaneswar,Shopping,Jewellery shops,TANISHQ JEWELLERY,4.5,2591
1205,Bhubaneswar,Shopping,Mobile stores,SUREBUY STORE,4.1,703
1206,Bhubaneswar,Shopping,Mobile stores,LAXMI MOBILE,4.8,2768
1207,Bhubaneswar,Shopping,Mobile stores,BANASHREE MOBILE,4.9,634
1208,Bhubaneswar,Shopping,Mobile stores,CELL GURU,4.5,598
1209,Bhubaneswar,Shopping,Mobile stores,MEHER'S MOBILE,4.4,363
1210,Bhubaneswar,Shopping,Motorcycle dealers,PGL HONDA,3.8,2582
1211,Bhubaneswar,Shopping,Motorcycle dealers,YAMAHA : HINDUSTAN WHEELS,4,780
1212,Bhubaneswar,Shopping,Motorcycle dealers,TRUPTI AUTO WORLD,4.1,909
1213,Bhubaneswar,Shopping,Motorcycle dealers,BHARAT MOTORS LTD,3.9,451
1214,Bhubaneswar,Shopping,Motorcycle dealers,KTM MANCHESWAR,4.5,582
1215,Bhubaneswar,Shopping,Opticals,VISION WORLD,4.9,361
1216,Bhubaneswar,Shopping,Opticals,LENSKART.COM,4.4,281
1217,Bhubaneswar,Shopping,Opticals,TITAN EYEPLUS,4.8,1882
1218,Bhubaneswar,Shopping,Opticals,LAWRENCE & MAYO,4.8,120
1219,Bhubaneswar,Shopping,Pet stores,PET LOVERS,4.4,241
1220,Bhubaneswar,Shopping,Pet stores,TOM AND JERRY PET CARE,4,205
1221,Bhubaneswar,Shopping,Pet stores,PET PARADISE,4,787
1222,Bhubaneswar,Shopping,Pet stores,DOG & AQUA CARE,4,313
1223,Bhubaneswar,Shopping,Pet stores,ODISHA DOG AND PUPPY HOUSE,4.5,466
1224,Bhubaneswar,Shopping,malls,ESPLANADE ONE MALL,4.6,45362
1225,Bhubaneswar,Shopping,malls,THE PAL HEIGHTS®,4.2,18050
1226,Bhubaneswar,Shopping,malls,FORUM MART,4.2,16202
1227,Bhubaneswar,Shopping,malls,DN REGALIA MALL,4.4,13796
1228,Bhubaneswar,Shopping,malls,MARUTI MALL,4,7510
1229,Bhubaneswar,Shopping,Sports shops,DECATHLON PHULNAKHARA,4.5,6712
1230,Bhubaneswar,Shopping,Sports shops,BURMA SPORTS,4.1,1419
1231,Bhubaneswar,Shopping,Sports shops,SPORTS EMPORIUM,4,1054
1232,Bhubaneswar,Shopping,Sports shops,MAHESH SPORTS,4.4,414
1233,Bhubaneswar,Shopping,Sports shops,SPORTS LAWN,4.4,353
1234,Bhubaneswar,Shopping,Tattoo shops,ROCKY TATTOOZ,4.8,1658
1235,Bhubaneswar,Shopping,Tattoo shops,INK STORIES,4.6,1214
1236,Bhubaneswar,Shopping,Tattoo shops,BHUBANESWAR INK,5,410
1237,Bhubaneswar,Shopping,Tattoo shops,STYLON TATTOO STUDIO,4.9,293
1238,Bhubaneswar,Shopping,Tattoo shops,TEN ON TEN TATTOOS,4.9,292
1239,Chennai,Doctors,Cardiologists,DR. A B GOPALAMURUGAN,5,499
1240,Chennai,Doctors,Cardiologists,DR HARIKRISHNAN PARTHASARATHY,5,233
1241,Chennai,Doctors,Cardiologists,DR. BOOPATHY’S HEART CARE,5,188
1242,Chennai,Doctors,Cardiologists,DR. J S N MURTHY,4.5,61
1243,Chennai,Doctors,Cardiologists,DR G SENGOTTUVELU HEART CLINIC,4.7,79
1244,Chennai,Doctors,Child Specialist (Pediatrician),DR. ABDUL AHAD,4.9,295
1245,Chennai,Doctors,Child Specialist (Pediatrician),DR. INDIRA CHATURVEDI,4.9,149
1246,Chennai,Doctors,Child Specialist (Pediatrician),DR LAKSHMI PRASHANTH,4.9,210
1247,Chennai,Doctors,Dermatologist doctors,SKY SKIN CLINIC,4.7,329
1248,Chennai,Doctors,Dermatologist doctors,DR. DINESH'S SKIN & HAIR CLINIC,4.9,147
1249,Chennai,Doctors,Dermatologist doctors,DR.SARAVANAN.B.N,4.6,564
1250,Chennai,Doctors,Gynecologist doctors,DR. P.V. ANURADHA,4.5,150
1251,Chennai,Doctors,Gynecologist doctors,DR PADMAPRIYA VIVEK,4.9,1763
1252,Chennai,Doctors,Gynecologist doctors,DR. M.H. ABINAYA,4.9,148
1253,Chennai,Doctors,Kidney specialist doctors,DR. RAJA MAHESH,5,204
1254,Chennai,Doctors,Kidney specialist doctors,DR.VENKATESH RAJKUMAR,4.8,146
1255,Chennai,Doctors,Kidney specialist doctors,DR. M SARAVANAN,4.9,142
1256,Chennai,Doctors,Neurologist doctors,DR. S. BALASUBRAMANIAM,4.3,32
1257,Chennai,Doctors,Neurologist doctors,DR VENKATRAMAN KARTHIKEAYAN,5,41
1258,Chennai,Doctors,Neurologist doctors,DR. T. VIJAY,4,113
1259,Chennai,Doctors,Neurosurgeons,DR. KODEESWARAN MARAPPAN,4.8,550
1260,Chennai,Doctors,Neurosurgeons,DR. G. BALAMURALI,4.9,125
1261,Chennai,Doctors,Neurosurgeons,DR. M. BALAMURUGAN,4.9,693
1262,Chennai,Education,CBSE schools,DAV GIRLS SENIOR SECONDARY SCHOOL,4,314
1263,Chennai,Education,CBSE schools,MAHARISHI VIDYA MANDIR,3.8,450
1264,Chennai,Education,CBSE schools,SRI KRISH INTERNATIONAL SCHOOL,4.4,604
1265,Chennai,Education,CBSE schools,SBOA SCHOOL & JUNIOR COLLEGE,4.3,506
1266,Chennai,Education,CBSE schools,CHETTINAD VIDYASHRAM,4.1,560
1267,Chennai,Education,Coaching centre,VERANDA RACE,4.7,7507
1268,Chennai,Education,Coaching centre,KS ACADEMY,4.6,1726
1269,Chennai,Education,Coaching centre,OFFICERS IAS ACADEMY,4.8,1331
1270,Chennai,Education,Coaching centre,SHANKAR IAS ACADEMY,4.7,2743
1271,Chennai,Education,Coaching centre,THE WISDOM ACADEMY,4.9,470
1272,Chennai,Education,Dance schools,STEP 'N ' TAP DANCE STUDIO,4.8,181
1273,Chennai,Education,Dance schools,THE SWINGERS DANCE STUDIO,4.8,187
1274,Chennai,Education,Dance schools,THE DANCE STUDIO,5,184
1275,Chennai,Education,Dance schools,HIGH ON DANCE,4.7,223
1276,Chennai,Education,Dance schools,AGNI DANCE STUDIO,4.9,114
1277,Chennai,Education,Driving schools,KARTHIKEYAN DRIVING SCHOOL,4.8,659
1278,Chennai,Education,Driving schools,ANNAMALAI DRIVING SCHOOL,4.9,1137
1279,Chennai,Education,Driving schools,OMR DRIVING SCHOOL,4.3,601
1280,Chennai,Education,Driving schools,VELVIZHI DRIVING SCHOOL,4.8,630
1281,Chennai,Education,Driving schools,MARUTI DRIVING SCHOOL VISHNU CARS,4.8,777
1282,Chennai,Education,Engineering colleges,SAVEETHA ENGINEERING COLLEGE,4,3388
1283,Chennai,Education,Engineering colleges,RAJALAKSHMI ENGINEERING COLLEGE,3.9,1285
1284,Chennai,Education,Engineering colleges,CHENNAI INSTITUTE OF TECHNOLOGY,4.3,1578
1285,Chennai,Education,Engineering colleges,AARUPADAI VEEDU INSTITUTE OF TECHNOLOGY,4,622
1286,Chennai,Education,Engineering colleges,AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,3.7,975
